DateTime,St,Ln,thermD,Lake,Sim
2003-12-16T00:00:00Z,-1.5202e-9,-4.8855e-12,24,Mendota,0
2003-12-17T00:00:00Z,-1.4391e-9,-3.391e-12,24,Mendota,0
2003-12-18T00:00:00Z,0.37479,0.016582,24,Mendota,0
2003-12-19T00:00:00Z,0.0072197,3.4031e-5,24,Mendota,0
2003-12-20T00:00:00Z,0.057099,2.8506e-4,24,Mendota,0
2003-12-21T00:00:00Z,0.6023,0.0020096,24,Mendota,0
2003-12-22T00:00:00Z,-1.4982e-9,-6.7642e-12,24,Mendota,0
2003-12-23T00:00:00Z,0.34102,0.0099778,24,Mendota,0
2003-12-24T00:00:00Z,0.036984,1.8255e-4,24,Mendota,0
2003-12-25T00:00:00Z,0.32386,0.0095463,24,Mendota,0
2003-12-26T00:00:00Z,5.3915,0.14416,22.4269,Mendota,0
2003-12-27T00:00:00Z,6.2253,0.056478,12.2922,Mendota,0
2003-12-28T00:00:00Z,-1.3076e-9,-2.7347e-12,24,Mendota,0
2003-12-29T00:00:00Z,0.060436,8.9439e-4,24,Mendota,0
2003-12-30T00:00:00Z,-1.3538e-9,-1.7437e-11,24,Mendota,0
2003-12-31T00:00:00Z,0.033706,1.0876e-4,24,Mendota,0
2004-01-01T00:00:00Z,0.38469,0.017398,24,Mendota,0
2004-01-02T00:00:00Z,2.0213,0.021728,22.6395,Mendota,0
2004-01-03T00:00:00Z,0.49417,0.0071829,22.4916,Mendota,0
2004-01-04T00:00:00Z,0.51452,0.0018964,22.5166,Mendota,0
2004-01-05T00:00:00Z,0.65742,0.0019534,22.3745,Mendota,0
2004-01-06T00:00:00Z,0.74027,0.00208,22.1486,Mendota,0
2004-01-07T00:00:00Z,0.71493,0.0019619,22.0268,Mendota,0
2004-01-08T00:00:00Z,0.67472,0.017333,21.9376,Mendota,0
2004-01-09T00:00:00Z,0.64045,0.011038,21.8805,Mendota,0
2004-01-10T00:00:00Z,0.61619,0.039758,21.8514,Mendota,0
2004-01-11T00:00:00Z,0.60763,0.0032617,21.8339,Mendota,0
2004-01-12T00:00:00Z,0.57916,0.0056937,21.8243,Mendota,0
2004-01-13T00:00:00Z,0.54234,0.0067118,21.8205,Mendota,0
2004-01-14T00:00:00Z,0.50035,0.024965,21.8019,Mendota,0
2004-01-15T00:00:00Z,0.49543,0.0011814,21.784,Mendota,0
2004-01-16T00:00:00Z,0.48663,0.0097551,21.768,Mendota,0
2004-01-17T00:00:00Z,0.46558,0.0016089,21.762,Mendota,0
2004-01-18T00:00:00Z,0.43463,0.005915,21.7683,Mendota,0
2004-01-19T00:00:00Z,0.39694,0.0010975,21.737,Mendota,0
2004-01-20T00:00:00Z,0.36418,0.011436,21.7101,Mendota,0
2004-01-21T00:00:00Z,0.40714,0.033008,21.6919,Mendota,0
2004-01-22T00:00:00Z,0.34889,8.1307e-4,24,Mendota,0
2004-01-23T00:00:00Z,0.31239,0.0014459,24,Mendota,0
2004-01-24T00:00:00Z,0.29608,0.004452,24,Mendota,0
2004-01-25T00:00:00Z,0.26435,0.0085071,24,Mendota,0
2004-01-26T00:00:00Z,0.24219,9.5821e-4,24,Mendota,0
2004-01-27T00:00:00Z,0.23111,0.0043832,24,Mendota,0
2004-01-28T00:00:00Z,0.20719,6.566e-4,24,Mendota,0
2004-01-29T00:00:00Z,0.18124,8.3087e-4,24,Mendota,0
2004-01-30T00:00:00Z,0.16105,8.8871e-4,24,Mendota,0
2004-01-31T00:00:00Z,0.10183,0.0015195,24,Mendota,0
2004-02-01T00:00:00Z,0.099678,0.017231,24,Mendota,0
2004-02-02T00:00:00Z,0.044301,2.2701e-4,24,Mendota,0
2004-02-03T00:00:00Z,0.06408,0.0032993,24,Mendota,0
2004-02-04T00:00:00Z,0.022499,2.6674e-4,24,Mendota,0
2004-02-05T00:00:00Z,0.01654,0.001262,24,Mendota,0
2004-02-06T00:00:00Z,0.063743,3.7669e-4,24,Mendota,0
2004-02-07T00:00:00Z,0.043201,6.8264e-4,24,Mendota,0
2004-02-08T00:00:00Z,0.047125,8.6238e-4,24,Mendota,0
2004-02-09T00:00:00Z,0.037246,1.4414e-4,24,Mendota,0
2004-02-10T00:00:00Z,0.035498,1.8331e-4,24,Mendota,0
2004-02-11T00:00:00Z,0.041945,0.0014181,24,Mendota,0
2004-02-12T00:00:00Z,0.071635,0.0029678,24,Mendota,0
2004-02-13T00:00:00Z,0.028143,5.1427e-4,24,Mendota,0
2004-02-14T00:00:00Z,0.026141,6.8332e-5,24,Mendota,0
2004-02-15T00:00:00Z,0.023836,3.8435e-4,24,Mendota,0
2004-02-16T00:00:00Z,0.021128,6.3027e-4,24,Mendota,0
2004-02-17T00:00:00Z,0.025522,5.9255e-4,24,Mendota,0
2004-02-18T00:00:00Z,0.018969,8.8725e-4,24,Mendota,0
2004-02-19T00:00:00Z,0.026296,4.5192e-4,24,Mendota,0
2004-02-20T00:00:00Z,0.024764,1.1514e-4,24,Mendota,0
2004-02-21T00:00:00Z,0.57969,0.0014263,24,Mendota,0
2004-02-22T00:00:00Z,0.012763,2.733e-4,24,Mendota,0
2004-02-23T00:00:00Z,0.026607,2.8279e-4,24,Mendota,0
2004-02-24T00:00:00Z,0.027163,4.9516e-4,24,Mendota,0
2004-02-25T00:00:00Z,0.0194,6.609e-4,24,Mendota,0
2004-02-26T00:00:00Z,0.0071975,2.0295e-4,24,Mendota,0
2004-02-27T00:00:00Z,0.0065306,1.5126e-4,24,Mendota,0
2004-02-28T00:00:00Z,0.0043275,8.0678e-5,24,Mendota,0
2004-02-29T00:00:00Z,0.005889,9.0067e-5,24,Mendota,0
2004-03-01T00:00:00Z,0.0076347,1.11e-4,24,Mendota,0
2004-03-02T00:00:00Z,0.015516,4.9054e-5,24,Mendota,0
2004-03-03T00:00:00Z,0.017738,3.6635e-4,24,Mendota,0
2004-03-04T00:00:00Z,0.018721,5.6735e-4,24,Mendota,0
2004-03-05T00:00:00Z,0.017927,6.7214e-5,24,Mendota,0
2004-03-06T00:00:00Z,0.0010801,1.1313e-5,24,Mendota,0
2004-03-07T00:00:00Z,-1.0836e-9,-2.3849e-11,24,Mendota,0
2004-03-08T00:00:00Z,0.2417,4.3908e-4,24,Mendota,0
2004-03-09T00:00:00Z,0.012292,6.6368e-4,24,Mendota,0
2004-03-10T00:00:00Z,-1.285e-9,-6.1931e-11,24,Mendota,0
2004-03-11T00:00:00Z,-1.2067e-9,-2.5065e-12,24,Mendota,0
2004-03-12T00:00:00Z,-1.1134e-9,-1.9408e-12,24,Mendota,0
2004-03-13T00:00:00Z,-1.3779e-9,-4.8026e-11,24,Mendota,0
2004-03-14T00:00:00Z,0.015809,3.2178e-5,24,Mendota,0
2004-03-15T00:00:00Z,0.0089953,1.7617e-5,24,Mendota,0
2004-03-16T00:00:00Z,-1.2408e-9,-1.3048e-11,24,Mendota,0
2004-03-17T00:00:00Z,-1.1427e-9,-6.4265e-11,24,Mendota,0
2004-03-18T00:00:00Z,-1.631e-9,-1.3303e-10,24,Mendota,0
2004-03-19T00:00:00Z,0.0033886,5.4081e-5,24,Mendota,0
2004-03-20T00:00:00Z,-1.1826e-9,-2.6623e-12,24,Mendota,0
2004-03-21T00:00:00Z,-1.3627e-9,-1.828e-12,24,Mendota,0
2004-03-22T00:00:00Z,-1.084e-9,-6.1846e-12,24,Mendota,0
2004-03-23T00:00:00Z,1.15e-4,2.2068e-6,24,Mendota,0
2004-03-24T00:00:00Z,-1.2006e-9,-4.0454e-11,24,Mendota,0
2004-03-25T00:00:00Z,-1.2021e-9,-2.1037e-11,24,Mendota,0
2004-03-26T00:00:00Z,-1.0896e-9,-4.8391e-12,24,Mendota,0
2004-03-27T00:00:00Z,2.2465,0.027146,3.1716,Mendota,0
2004-03-28T00:00:00Z,-1.2076e-9,-3.0378e-12,24,Mendota,0
2004-03-29T00:00:00Z,-1.4081e-9,-6.4876e-12,24,Mendota,0
2004-03-30T00:00:00Z,0.092091,0.0025645,24,Mendota,0
2004-03-31T00:00:00Z,-1.3539e-9,-6.6582e-12,24,Mendota,0
2004-04-01T00:00:00Z,0.24099,0.0053761,24,Mendota,0
2004-04-02T00:00:00Z,1.5956,0.025764,24,Mendota,0
2004-04-03T00:00:00Z,0.69626,0.015241,24,Mendota,0
2004-04-04T00:00:00Z,-1.1257e-9,-1.6158e-12,24,Mendota,0
2004-04-05T00:00:00Z,0.028871,8.0206e-4,24,Mendota,0
2004-04-06T00:00:00Z,1.7661,0.039403,24,Mendota,0
2004-04-07T00:00:00Z,0.4163,0.0086982,24,Mendota,0
2004-04-08T00:00:00Z,5.1696,0.078107,6.166,Mendota,0
2004-04-09T00:00:00Z,0.026905,1.0539e-4,24,Mendota,0
2004-04-10T00:00:00Z,2.4718,0.042016,24,Mendota,0
2004-04-11T00:00:00Z,0.019943,2.183e-4,24,Mendota,0
2004-04-12T00:00:00Z,2.0439,0.025092,24,Mendota,0
2004-04-13T00:00:00Z,0.41413,0.005237,24,Mendota,0
2004-04-14T00:00:00Z,0.23969,0.006742,24,Mendota,0
2004-04-15T00:00:00Z,6.153,0.13666,4.7421,Mendota,0
2004-04-16T00:00:00Z,1.1513,0.0043208,24,Mendota,0
2004-04-17T00:00:00Z,8.6868,0.1019,9.4319,Mendota,0
2004-04-18T00:00:00Z,19.3041,0.021137,5.1436,Mendota,0
2004-04-19T00:00:00Z,-1.1748e-9,-1.3015e-12,24,Mendota,0
2004-04-20T00:00:00Z,1.0513,0.032872,24,Mendota,0
2004-04-21T00:00:00Z,0.10176,4.107e-4,24,Mendota,0
2004-04-22T00:00:00Z,0.15028,0.0016913,24,Mendota,0
2004-04-23T00:00:00Z,10.6559,0.1381,24,Mendota,0
2004-04-24T00:00:00Z,10.6291,0.11218,6.7229,Mendota,0
2004-04-25T00:00:00Z,0.21762,6.4198e-4,24,Mendota,0
2004-04-26T00:00:00Z,2.7534,0.015229,24,Mendota,0
2004-04-27T00:00:00Z,-1.0629e-9,-2.8575e-12,24,Mendota,0
2004-04-28T00:00:00Z,5.3726,0.0905,24,Mendota,0
2004-04-29T00:00:00Z,-1.3753e-9,-1.8243e-12,24,Mendota,0
2004-04-30T00:00:00Z,1.1558,0.0055317,24,Mendota,0
2004-05-01T00:00:00Z,8.7561,0.035238,9.1857,Mendota,0
2004-05-02T00:00:00Z,2.6004,0.092918,24,Mendota,0
2004-05-03T00:00:00Z,4.6138,0.10343,23.5,Mendota,0
2004-05-04T00:00:00Z,13.8844,0.038207,5.2982,Mendota,0
2004-05-05T00:00:00Z,7.3605,0.026564,24,Mendota,0
2004-05-06T00:00:00Z,16.6967,0.027095,7.2678,Mendota,0
2004-05-07T00:00:00Z,19.2978,0.026898,6.576,Mendota,0
2004-05-08T00:00:00Z,0.10929,5.2991e-4,24,Mendota,0
2004-05-09T00:00:00Z,29.298,0.48234,3.3575,Mendota,0
2004-05-10T00:00:00Z,44.4907,0.16498,8.1911,Mendota,0
2004-05-11T00:00:00Z,27.7913,1.0597,18.6825,Mendota,0
2004-05-12T00:00:00Z,40.411,0.14375,8.2569,Mendota,0
2004-05-13T00:00:00Z,19.4628,0.064968,18.5118,Mendota,0
2004-05-14T00:00:00Z,47.3239,0.17007,5.3132,Mendota,0
2004-05-15T00:00:00Z,12.2419,0.11457,20.6514,Mendota,0
2004-05-16T00:00:00Z,24.4112,0.049796,1.4033,Mendota,0
2004-05-17T00:00:00Z,23.8695,0.10898,22.3763,Mendota,0
2004-05-18T00:00:00Z,36.203,0.86793,15.3876,Mendota,0
2004-05-19T00:00:00Z,72.3649,0.11163,1.4094,Mendota,0
2004-05-20T00:00:00Z,96.3683,0.20535,4.0946,Mendota,0
2004-05-21T00:00:00Z,121.35,0.612,7.1735,Mendota,0
2004-05-22T00:00:00Z,122.6384,0.16392,7.4013,Mendota,0
2004-05-23T00:00:00Z,160.273,611.3429,7.4952,Mendota,0
2004-05-24T00:00:00Z,162.8536,0.94029,8.5099,Mendota,0
2004-05-25T00:00:00Z,176.3402,0.38907,8.6113,Mendota,0
2004-05-26T00:00:00Z,156.6708,0.38638,9.7239,Mendota,0
2004-05-27T00:00:00Z,171.8919,0.83531,9.8191,Mendota,0
2004-05-28T00:00:00Z,178.1799,0.43147,9.7878,Mendota,0
2004-05-29T00:00:00Z,190.497,2.3846,9.7759,Mendota,0
2004-05-30T00:00:00Z,152.472,0.17667,9.7222,Mendota,0
2004-05-31T00:00:00Z,157.3321,0.8791,10.2392,Mendota,0
2004-06-01T00:00:00Z,165.5752,0.28584,10.0796,Mendota,0
2004-06-02T00:00:00Z,159.7099,0.84663,10.5107,Mendota,0
2004-06-03T00:00:00Z,175.9484,1.5375,10.5159,Mendota,0
2004-06-04T00:00:00Z,208.3316,6.9497,10.5145,Mendota,0
2004-06-05T00:00:00Z,233.5423,4.4836,10.5124,Mendota,0
2004-06-06T00:00:00Z,241.8095,8.1637,10.5093,Mendota,0
2004-06-07T00:00:00Z,286.3831,3.4597,10.5059,Mendota,0
2004-06-08T00:00:00Z,309.7216,0.17398,6.3664,Mendota,0
2004-06-09T00:00:00Z,376.8314,1.0292,6.1861,Mendota,0
2004-06-10T00:00:00Z,430.5163,1.5439,6.1625,Mendota,0
2004-06-11T00:00:00Z,405.3016,0.44735,5.8143,Mendota,0
2004-06-12T00:00:00Z,428.8011,0.31906,5.9232,Mendota,0
2004-06-13T00:00:00Z,467.8292,8.1578,5.985,Mendota,0
2004-06-14T00:00:00Z,476.4433,3.1268,5.9163,Mendota,0
2004-06-15T00:00:00Z,491.5025,3.903,5.8036,Mendota,0
2004-06-16T00:00:00Z,521.8362,2.4649,5.7698,Mendota,0
2004-06-17T00:00:00Z,523.565,6.3952,6.1353,Mendota,0
2004-06-18T00:00:00Z,546.139,2.89,5.7525,Mendota,0
2004-06-19T00:00:00Z,522.0079,1.9284,5.946,Mendota,0
2004-06-20T00:00:00Z,478.8993,4.1231,6.2445,Mendota,0
2004-06-21T00:00:00Z,423.7523,0.68439,6.5217,Mendota,0
2004-06-22T00:00:00Z,415.3755,2.0537,6.5409,Mendota,0
2004-06-23T00:00:00Z,404.8823,1.9904,6.5838,Mendota,0
2004-06-24T00:00:00Z,394.1433,0.7819,6.6044,Mendota,0
2004-06-25T00:00:00Z,348.397,1.7554,6.6954,Mendota,0
2004-06-26T00:00:00Z,333.0491,1.5805,7.4507,Mendota,0
2004-06-27T00:00:00Z,333.8721,2.1272,7.4806,Mendota,0
2004-06-28T00:00:00Z,337.0095,2.7765,7.4987,Mendota,0
2004-06-29T00:00:00Z,347.1615,2.1077,7.5135,Mendota,0
2004-06-30T00:00:00Z,356.3878,3.9125,7.4646,Mendota,0
2004-07-01T00:00:00Z,378.3292,1.7161,7.3416,Mendota,0
2004-07-02T00:00:00Z,413.5531,23.6148,1.2196,Mendota,0
2004-07-03T00:00:00Z,427.11130000000003,0.63586,7.2685,Mendota,0
2004-07-04T00:00:00Z,420.5577,2.6128,6.8087,Mendota,0
2004-07-05T00:00:00Z,439.7256,1.7026,6.756,Mendota,0
2004-07-06T00:00:00Z,481.0162,0.54802,6.7867,Mendota,0
2004-07-07T00:00:00Z,486.0485,5.8322,6.6614,Mendota,0
2004-07-08T00:00:00Z,455.1022,1.8065,6.7106,Mendota,0
2004-07-09T00:00:00Z,455.6816,18.6589,6.8412,Mendota,0
2004-07-10T00:00:00Z,443.2181,10.7796,6.8821,Mendota,0
2004-07-11T00:00:00Z,489.6889,7.7102,6.89,Mendota,0
2004-07-12T00:00:00Z,502.5606,2.3241,6.7241,Mendota,0
2004-07-13T00:00:00Z,566.752,3.2663,6.6974,Mendota,0
2004-07-14T00:00:00Z,569.7431,0.4111,5.8194,Mendota,0
2004-07-15T00:00:00Z,540.1569,1.0226,6.7415,Mendota,0
2004-07-16T00:00:00Z,561.2955,6.2852,6.7829,Mendota,0
2004-07-17T00:00:00Z,558.9632,4.757,6.7823,Mendota,0
2004-07-18T00:00:00Z,560.96,2.6417,6.7284,Mendota,0
2004-07-19T00:00:00Z,597.1951,14.0679,6.7409,Mendota,0
2004-07-20T00:00:00Z,592.9664,3.3577,6.6688,Mendota,0
2004-07-21T00:00:00Z,636.6351,34.4691,6.5752,Mendota,0
2004-07-22T00:00:00Z,640.5936,4.1179,6.5825,Mendota,0
2004-07-23T00:00:00Z,660.6195,1.0137,6.5219,Mendota,0
2004-07-24T00:00:00Z,654.1575,9.1066,5.849,Mendota,0
2004-07-25T00:00:00Z,631.5885,8.8474,7.1621,Mendota,0
2004-07-26T00:00:00Z,647.1397,19.7381,7.1073,Mendota,0
2004-07-27T00:00:00Z,663.8554,47.4205,7.0294,Mendota,0
2004-07-28T00:00:00Z,677.8856,20.047,6.9483,Mendota,0
2004-07-29T00:00:00Z,644.0273,2.8539,6.8846,Mendota,0
2004-07-30T00:00:00Z,602.5122,5.3291,6.8998,Mendota,0
2004-07-31T00:00:00Z,610.7024,2.549,6.9149,Mendota,0
2004-08-01T00:00:00Z,611.959,14.8086,6.8845,Mendota,0
2004-08-02T00:00:00Z,612.8356,5.3585,6.8442,Mendota,0
2004-08-03T00:00:00Z,629.2643,14.4812,6.7994,Mendota,0
2004-08-04T00:00:00Z,656.3713,3.2371,6.8048,Mendota,0
2004-08-05T00:00:00Z,617.5791,4.5664,6.541,Mendota,0
2004-08-06T00:00:00Z,575.7055,4.3327,6.8423,Mendota,0
2004-08-07T00:00:00Z,576.2375,15.1774,7.0192,Mendota,0
2004-08-08T00:00:00Z,536.1109,18.7538,7.0592,Mendota,0
2004-08-09T00:00:00Z,534.2765,3.3643,7.1887,Mendota,0
2004-08-10T00:00:00Z,524.1978,0.75103,7.1158,Mendota,0
2004-08-11T00:00:00Z,463.8267,0.76653,7.4248,Mendota,0
2004-08-12T00:00:00Z,386.4507,1.9192,7.6881,Mendota,0
2004-08-13T00:00:00Z,345.1413,2.701,7.7466,Mendota,0
2004-08-14T00:00:00Z,333.9769,12.7465,7.795,Mendota,0
2004-08-15T00:00:00Z,358.8471,62.43,7.8456,Mendota,0
2004-08-16T00:00:00Z,361.8752,8.3841,7.8518,Mendota,0
2004-08-17T00:00:00Z,334.3259,3.3003,7.8485,Mendota,0
2004-08-18T00:00:00Z,365.1607,8.0147,7.8445,Mendota,0
2004-08-19T00:00:00Z,363.7093,0.63241,8.2017,Mendota,0
2004-08-20T00:00:00Z,336.4261,3.8241,8.9152,Mendota,0
2004-08-21T00:00:00Z,326.6133,7.7244,8.9941,Mendota,0
2004-08-22T00:00:00Z,313.1151,7.5338,9.0967,Mendota,0
2004-08-23T00:00:00Z,305.838,2.5255,9.2014,Mendota,0
2004-08-24T00:00:00Z,337.9115,0.51866,9.1967,Mendota,0
2004-08-25T00:00:00Z,337.6643,2.0613,9.1765,Mendota,0
2004-08-26T00:00:00Z,368.0964,0.59387,9.1281,Mendota,0
2004-08-27T00:00:00Z,401.3855,3.1249,9.0334,Mendota,0
2004-08-28T00:00:00Z,444.1242,2.1489,8.9966,Mendota,0
2004-08-29T00:00:00Z,406.3153,2.3017,8.9982,Mendota,0
2004-08-30T00:00:00Z,413.4392,17.479,9.0042,Mendota,0
2004-08-31T00:00:00Z,399.5893,4.3115,8.9948,Mendota,0
2004-09-01T00:00:00Z,403.0228,9.222,8.9758,Mendota,0
2004-09-02T00:00:00Z,403.3491,4.5997,8.9619,Mendota,0
2004-09-03T00:00:00Z,422.7263,4.6231,8.9412,Mendota,0
2004-09-04T00:00:00Z,430.9976,5.7424,8.9241,Mendota,0
2004-09-05T00:00:00Z,449.9083,3.7009,8.9071,Mendota,0
2004-09-06T00:00:00Z,459.5611,0.50772,8.7545,Mendota,0
2004-09-07T00:00:00Z,443.0419,3.7572,7.9671,Mendota,0
2004-09-08T00:00:00Z,413.1582,4.8558,8.4785,Mendota,0
2004-09-09T00:00:00Z,395.6092,4.9659,8.6643,Mendota,0
2004-09-10T00:00:00Z,398.2497,6.2984,8.7339,Mendota,0
2004-09-11T00:00:00Z,366.4987,1.8415,8.7847,Mendota,0
2004-09-12T00:00:00Z,363.7412,3.568,8.8235,Mendota,0
2004-09-13T00:00:00Z,372.3175,2.373,8.8294,Mendota,0
2004-09-14T00:00:00Z,369.2884,0.69682,8.816,Mendota,0
2004-09-15T00:00:00Z,377.584,2.0556,8.7912,Mendota,0
2004-09-16T00:00:00Z,374.1178,0.56742,9.0233,Mendota,0
2004-09-17T00:00:00Z,352.4814,3.5656,9.2575,Mendota,0
2004-09-18T00:00:00Z,339.0608,2.9879,9.3425,Mendota,0
2004-09-19T00:00:00Z,325.7871,1.9052,9.3962,Mendota,0
2004-09-20T00:00:00Z,303.4402,1.5477,9.5476,Mendota,0
2004-09-21T00:00:00Z,284.5716,1.3232,9.6438,Mendota,0
2004-09-22T00:00:00Z,271.924,1.453,9.7635,Mendota,0
2004-09-23T00:00:00Z,263.3736,1.2972,9.855,Mendota,0
2004-09-24T00:00:00Z,241.544,0.55766,10.2178,Mendota,0
2004-09-25T00:00:00Z,227.7598,1.5574,10.5354,Mendota,0
2004-09-26T00:00:00Z,224.4643,2.9399,10.5571,Mendota,0
2004-09-27T00:00:00Z,230.5278,60.06,10.5785,Mendota,0
2004-09-28T00:00:00Z,214.0194,2.2341,10.5925,Mendota,0
2004-09-29T00:00:00Z,177.0954,1.2355,11.3604,Mendota,0
2004-09-30T00:00:00Z,174.1459,14.9808,11.5147,Mendota,0
2004-10-01T00:00:00Z,150.7839,0.99205,11.5184,Mendota,0
2004-10-02T00:00:00Z,132.8969,0.37193,11.6438,Mendota,0
2004-10-03T00:00:00Z,104.0449,0.7262,12.2287,Mendota,0
2004-10-04T00:00:00Z,67.9317,0.42526,13.6184,Mendota,0
2004-10-05T00:00:00Z,46.0472,0.51857,14.5216,Mendota,0
2004-10-06T00:00:00Z,33.0843,0.2533,15.0911,Mendota,0
2004-10-07T00:00:00Z,28.3872,0.30620000000000003,18.3188,Mendota,0
2004-10-08T00:00:00Z,23.2905,0.25514,18.2514,Mendota,0
2004-10-09T00:00:00Z,27.1879,0.28845,19.194,Mendota,0
2004-10-10T00:00:00Z,24.2616,0.57266,19.2369,Mendota,0
2004-10-11T00:00:00Z,25.1088,0.56919,19.2381,Mendota,0
2004-10-12T00:00:00Z,22.6068,0.56103,19.3558,Mendota,0
2004-10-13T00:00:00Z,17.743,0.34928,19.4438,Mendota,0
2004-10-14T00:00:00Z,14.4015,0.27355,19.5359,Mendota,0
2004-10-15T00:00:00Z,9.8531,0.31567,19.6271,Mendota,0
2004-10-16T00:00:00Z,5.0974,0.021532,20.2884,Mendota,0
2004-10-17T00:00:00Z,-9.9776e-10,-1.7401e-12,24,Mendota,0
2004-10-18T00:00:00Z,0.24813,0.04478,24,Mendota,0
2004-10-19T00:00:00Z,0.57629,0.0021797,23.5,Mendota,0
2004-10-20T00:00:00Z,0.0061388,4.0042e-4,24,Mendota,0
2004-10-21T00:00:00Z,8.6973,0.605,22.6321,Mendota,0
2004-10-22T00:00:00Z,5.3488,0.068768,22.5061,Mendota,0
2004-10-23T00:00:00Z,-1.2434e-9,-2.7934e-12,24,Mendota,0
2004-10-24T00:00:00Z,-1.3175e-9,-3.1109e-12,24,Mendota,0
2004-10-25T00:00:00Z,6.2449,0.18028,23.5,Mendota,0
2004-10-26T00:00:00Z,5.0813,0.091932,24,Mendota,0
2004-10-27T00:00:00Z,0.01961,6.6415e-5,24,Mendota,0
2004-10-28T00:00:00Z,5.3131,0.16579,24,Mendota,0
2004-10-29T00:00:00Z,1.824,0.006554,24,Mendota,0
2004-10-30T00:00:00Z,4.1347,0.015984,24,Mendota,0
2004-10-31T00:00:00Z,-1.4881e-9,-3.1197e-12,24,Mendota,0
2004-11-01T00:00:00Z,3.7332,0.87911,24,Mendota,0
2004-11-02T00:00:00Z,-1.2327e-9,-5.384e-12,24,Mendota,0
2004-11-03T00:00:00Z,-1.178e-9,-2.8692e-11,24,Mendota,0
2004-11-04T00:00:00Z,0.62388,0.016316,24,Mendota,0
2004-11-05T00:00:00Z,-1.1649e-9,-3.1973e-12,24,Mendota,0
2004-11-06T00:00:00Z,-1.2775e-9,-4.9167e-12,24,Mendota,0
2004-11-07T00:00:00Z,1.1062,0.011831,24,Mendota,0
2004-11-08T00:00:00Z,-1.3781e-9,-1.6099e-11,24,Mendota,0
2004-11-09T00:00:00Z,-1.4206e-9,-9.5113e-11,24,Mendota,0
2004-11-10T00:00:00Z,-1.3163e-9,-3.3871e-12,24,Mendota,0
2004-11-11T00:00:00Z,-1.1079e-9,-2.4026e-11,24,Mendota,0
2004-11-12T00:00:00Z,-1.299e-9,-3.0625e-11,24,Mendota,0
2004-11-13T00:00:00Z,-1.3756e-9,-4.6826e-11,24,Mendota,0
2004-11-14T00:00:00Z,0.041519,0.0024009,24,Mendota,0
2004-11-15T00:00:00Z,0.22277,0.0037856,24,Mendota,0
